Year	Zone	Date	Tow_number	Lat	Lon	Commercial_count	Commercial_weight	Commercial345_count	Commercial345__weight	Area_swept	Zone_date_tow	Depth	Temperature	grid	intended grid	Tow_quality	boat	primary_or_alternate	Station ID	minilog file	esonar file	Headline num	Tilt num	depth (fathoms)	females	males	total count
2015	Zone12	09/09/2015	8	48.443482	-63.297328	0	0	0	0	2566	Zone12-09/09/2015-8	98.7552	2.7	AW14	AW14	1	JM	P	115	bin6387.039	GP115F	C8049GP115F.165	H0661GP115F.251	54	0	0	0
2015	Zone12	09/09/2015	4	48.390795	-62.966637	3	1.340146529	2	0.826291399	2658	Zone12-09/09/2015-4	74.9808	0.4	AW15	AW15	3	JM	A1	138	bin6387.035	GP138A1	C8049GP138A1.161	H0661GP138A1.247	41	22	19	41
2015	Zone12	24/08/2015	2	48.415783	-62.858847	0	0	0	0	2462	Zone12-24/08/2015-2	166.4208	5.7	AW16	AW16	1	JM	P	166	bin6385.215	GP166F	C8049GP166F.109	H0661GP166F.066	91	0	1	1
2015	ZoneE 	24/08/2015	1	48.44136	-62.646577	0	0	0	0	2395	ZoneE-24/08/2015-1	334.6704	5.8	AW17	AW17	1	JM	P	187	bin6385.214	GP187F	C8049GP187F.108	H0661GP187F.065	183	0	1	1
2015	ZoneE 	25/07/2015	6	48.39964	-62.119287	0	0	0	0	1904	ZoneE-25/07/2015-6	362.1024	5.8	AW20	AW20	1	JM	P	235	bin6385.062	GP235F	C7812GP235F.003	H0615GP235F.009	198	0	0	0
2015	Zone12	17/07/2015	3	48.54306	-64.181838	14	9.39196847	0	0	1890	Zone12-17/07/2015-3	78.6384	1	AX08	AX08	1	JM	P	27	bin6385.023	GP027F	C7671GP027F.423	H0499GP027F.016	43	53	101	154
2015	Zone12	17/07/2015	2	48.547107	-64.121953	7	4.521968227	2	0.881440542	1985	Zone12-17/07/2015-2	100.584	1	AX09	AX09	1	JM	P	33	bin6385.022	GP033F	C7671GP033F.422	H0499GP033F.015	55	20	45	65
2015	Zone12	18/07/2015	3	48.52107	-63.845597	0	0	0	0	2676	Zone12-18/07/2015-3	56.6928	0.1	AX10	AX10	1	JM	P	57	bin6385.036	GP057F	C7671GP057F.436	H0499GP057F.029	31	4	1	5
2015	Zone12	18/07/2015	2	48.552387	-63.666402	3	1.861640152	3	1.861640152	2364	Zone12-18/07/2015-2	140.8176	2.4	AX11	AX11	1	JM	P	74	bin6385.035	GP074F	C7671GP074F.435	H0499GP074F.028	77	12	7	19
2015	Zone12	18/07/2015	1	48.576557	-63.5663	0	0	0	0	2075	Zone12-18/07/2015-1	133.5024	2.9	AX12	AX12	1	JM	P	83	bin6385.034	GP083F	C7671GP083F.434	H0499GP083F.027	73	44	82	126
2015	Zone12	17/07/2015	13	48.572845	-63.418688	0	0	0	0	2553	Zone12-17/07/2015-13	131.6736	2.3	AX13	AX13	4	JM	A1	96	bin6385.033	GP096A1	C7671GP096A1.433	H0499GP096A1.026	72	25	57	82
2015	Zone12	09/09/2015	1	48.531628	-63.245803	0	0	0	0	3512	Zone12-09/09/2015-1	126.1872	4.3	AX14	AX14	3	JM	A1	134	bin6387.032	GP134A1	C8049GP134A1.158	H0661GP134A1.244	69	0	0	0
2015	Zone12	09/09/2015	2	48.588903	-63.161728	1	0.435720593	1	0.435720593	2735	Zone12-09/09/2015-2	221.2848	5.3	AX14	AX15	1	JM	P	139	bin6387.033	GP139F	C8049GP139F.159	H0661GP139F.245	121	3	5	8
2015	ZoneE 	23/08/2015	8	48.591322	-62.93889	0	0	0	0	2760	ZoneE-23/08/2015-8	362.1024	5.8	AX16	AX16	2	JM	P	156	bin6385.213	GP156F	C8049GP156F.107	H0661GP156F.064	198	1	0	1
2015	Zone12	17/07/2015	1	48.637063	-64.05652	3	1.186363429	3	1.186363429	3751	Zone12-17/07/2015-1	85.9536	0.7	AY09	AY09	1	JM	P	38	bin6385.021	GP038F	C7671GP038F.421	H0499GP038F.014	47	92	25	117
2015	Zone12	18/07/2015	4	48.61784	-63.849583	2	1.100005306	1	0.611633665	1733	Zone12-18/07/2015-4	168.2496	3.3	AY10	AY10	1	JM	P	56	bin6385.037	GP056F	C7671GP056F.437	H0499GP056F.030	92	29	44	73
2015	Zone12	22/08/2015	2	48.676438	-63.760553	0	0	0	0	1004	Zone12-22/08/2015-2	142.6464	3.8	AY11	AY11	3	JM	A1	64	bin6385.199	GP064FR	C8049GP064FR.093	H0661GP064FR.049	78	11	7	18
2015	Zone12	22/08/2015	4	48.616817	-63.652967	0	0	0	0	1403	Zone12-22/08/2015-4	120.7008	3.8	AY12	AY12	3	JM	A1	78	bin6385.201	GP078A1	C8049GP078A1.095	H0661GP078A1.052	66	0	0	0
2015	Zone12	23/08/2015	3	48.70229	-63.360947	0	0	0	0	998	Zone12-23/08/2015-3	188.3664	5.1	AY13	AY13	1	JM	P	107	bin6385.208	GP107F	C8049GP107F.102	H0661GP107F.059	103	0	0	0
2015	Zone12	23/08/2015	6	48.647813	-63.254988	0	0	0	0	2697	Zone12-23/08/2015-6	206.6544	5.4	AY14	AY14	1	JM	P	121	bin6385.211	GP121F	C8049GP121F.105	H0661GP121F.062	113	0	2	2
2015	ZoneE 	23/08/2015	5	48.719605	-63.110523	0	0	0	0	1567	ZoneE-23/08/2015-5	340.1568	5.9	AY15	AY15	1	JM	P	142	bin6385.210	GP142F	C8049GP142F.104	H0661GP142F.061	186	0	0	0
2015	Zone12	18/07/2015	6	48.758585	-64.058513	1	0.493282298	0	0	3412	Zone12-18/07/2015-6	76.8096	1.2	AZ09	AZ09	3	JM	A1	35	bin6385.039	GP035A1	C7671GP035A1.439	H0499GP035A1.032	42	4	9	13
2015	Zone12														AZ10												
2015	Zone12	22/08/2015	5	48.818373	-63.686367	5	2.381981446	5	2.381981446	2165	Zone12-22/08/2015-5	215.7984	5.2	AZ11	AZ11	1	JM	P	72	bin6385.202	GP072F	C8049GP072F.096	H0661GP072F.053	118	1	8	9
2015	Zone12	22/08/2015	6	48.828595	-63.561353	0	0	0	0	1987	Zone12-22/08/2015-6	237.744	5.8	AZ12	AZ12	1	JM	P	85	bin6385.203	GP085F	C8049GP085F.097	H0661GP085F.054	130	2	0	2
2015	Zone12	23/08/2015	2	48.832417	-63.346805	0	0	0	0	2200	Zone12-23/08/2015-2	305.4096	5.9	AZ13	AZ13	1	JM	P	109	bin6385.207	GP109F	C8049GP109F.101	H0661GP109F.058	167	2	2	4
2015	Zone12	23/08/2015	4	48.750827	-63.253368	3	1.530138747	3	1.530138747	2294	Zone12-23/08/2015-4	276.1488	5.4	AZ14	AZ14	2	JM	P	122	bin6385.209	GP122F	C8049GP122F.103	H0661GP122F.060	151	7	10	17
2015	Zone12	22/08/2015	7	48.890778	-63.605157	0	0	0	0	2799	Zone12-22/08/2015-7	296.2656	5.9	BA12	BA12	1	JM	P	81	bin6385.204	GP081F	C8049GP081F.098	H0661GP081F.055	162	0	1	1
2015	Zone12	22/08/2015	8	48.945752	-63.42721	0	0	0	0	1822	Zone12-22/08/2015-8	351.1296	5.9	BA13	BA13	1	JM	P	98	bin6385.205	GP098F	C8049GP098F.099	H0661GP098F.056	192	0	0	0
2015	Zone12	23/08/2015	1	48.922267	-63.261442	0	0	0	0	2108	Zone12-23/08/2015-1	382.2192	5.8	BA14	BA14	1	JM	P	120	bin6385.206	GP120F	C8049GP120F.100	H0661GP120F.057	209	1	0	1
